2025-03-06 11:36:57,423 - INFO - Starting the Game with a Board 5 x 5. Sequence: 5
2025-03-06 12:45:55,853 - INFO -       - Piece: Z at Position: (1, 2) (Cost: 34, Heuristic: 0), defeat
2025-03-06 12:45:55,853 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,853 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,853 - INFO -     - Piece: I at Position: (1, 2) (Cost: 48, Heuristic: 0), None
2025-03-06 12:45:55,853 - INFO -       [1]
2025-03-06 12:45:55,854 - INFO -       [2]
2025-03-06 12:45:55,854 - INFO -       [1]
2025-03-06 12:45:55,854 - INFO -       - Piece: Z at Position: (0, 2) (Cost: 59, Heuristic: 20), None
2025-03-06 12:45:55,854 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,854 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,854 - INFO -         - Piece: T_270 at Position: (0, 0) (Cost: 30, Heuristic: 0), None
2025-03-06 12:45:55,855 - INFO -           [1, 0]
2025-03-06 12:45:55,855 - INFO -           [1, 1]
2025-03-06 12:45:55,855 - INFO -           [1, 0]
2025-03-06 12:45:55,855 - INFO -           - Piece: Z_90 at Position: (1, 1) (Cost: 26, Heuristic: 10), victory
2025-03-06 12:45:55,855 - INFO -             [0, 1]
2025-03-06 12:45:55,855 - INFO -             [1, 1]
2025-03-06 12:45:55,856 - INFO -             [1, 0]
2025-03-06 12:45:55,856 - INFO -           - Piece: Z_90 at Position: (2, 0) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:45:55,856 - INFO -             [0, 1]
2025-03-06 12:45:55,856 - INFO -             [1, 1]
2025-03-06 12:45:55,856 - INFO -             [1, 0]
2025-03-06 12:45:55,856 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,856 - INFO -             [0, 1]
2025-03-06 12:45:55,857 - INFO -             [1, 1]
2025-03-06 12:45:55,857 - INFO -             [1, 0]
2025-03-06 12:45:55,857 - INFO -         - Piece: T_270 at Position: (0, 1) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,857 - INFO -           [1, 0]
2025-03-06 12:45:55,858 - INFO -           [1, 1]
2025-03-06 12:45:55,858 - INFO -           [1, 0]
2025-03-06 12:45:55,858 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:45:55,858 - INFO -             [0, 1]
2025-03-06 12:45:55,858 - INFO -             [1, 1]
2025-03-06 12:45:55,859 - INFO -             [1, 0]
2025-03-06 12:45:55,859 - INFO -         - Piece: T_270 at Position: (1, 0) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,859 - INFO -           [1, 0]
2025-03-06 12:45:55,859 - INFO -           [1, 1]
2025-03-06 12:45:55,860 - INFO -           [1, 0]
2025-03-06 12:45:55,860 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 26, Heuristic: 10), victory
2025-03-06 12:45:55,860 - INFO -             [0, 1]
2025-03-06 12:45:55,860 - INFO -             [1, 1]
2025-03-06 12:45:55,860 - INFO -             [1, 0]
2025-03-06 12:45:55,861 - INFO -         - Piece: T_270 at Position: (1, 1) (Cost: 25, Heuristic: 0), defeat
2025-03-06 12:45:55,861 - INFO -           [1, 0]
2025-03-06 12:45:55,861 - INFO -           [1, 1]
2025-03-06 12:45:55,861 - INFO -           [1, 0]
2025-03-06 12:45:55,861 - INFO -         - Piece: T_270 at Position: (1, 2) (Cost: 70, Heuristic: 10), None
2025-03-06 12:45:55,862 - INFO -           [1, 0]
2025-03-06 12:45:55,862 - INFO -           [1, 1]
2025-03-06 12:45:55,862 - INFO -           [1, 0]
2025-03-06 12:45:55,863 - INFO -           - Piece: Z_90 at Position: (0, 0) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:45:55,863 - INFO -             [0, 1]
2025-03-06 12:45:55,863 - INFO -             [1, 1]
2025-03-06 12:45:55,864 - INFO -             [1, 0]
2025-03-06 12:45:55,864 - INFO -           - Piece: Z_90 at Position: (1, 0) (Cost: 46, Heuristic: 0), victory
2025-03-06 12:45:55,864 - INFO -             [0, 1]
2025-03-06 12:45:55,864 - INFO -             [1, 1]
2025-03-06 12:45:55,864 - INFO -             [1, 0]
2025-03-06 12:45:55,865 - INFO -           - Piece: Z_90 at Position: (2, 0) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,865 - INFO -             [0, 1]
2025-03-06 12:45:55,865 - INFO -             [1, 1]
2025-03-06 12:45:55,865 - INFO -             [1, 0]
2025-03-06 12:45:55,866 - INFO -         - Piece: T_270 at Position: (2, 0) (Cost: 30, Heuristic: 0), None
2025-03-06 12:45:55,866 - INFO -           [1, 0]
2025-03-06 12:45:55,866 - INFO -           [1, 1]
2025-03-06 12:45:55,866 - INFO -           [1, 0]
2025-03-06 12:45:55,866 - INFO -           - Piece: Z_90 at Position: (0, 1) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,866 - INFO -             [0, 1]
2025-03-06 12:45:55,866 - INFO -             [1, 1]
2025-03-06 12:45:55,867 - INFO -             [1, 0]
2025-03-06 12:45:55,867 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,867 - INFO -           [1, 0]
2025-03-06 12:45:55,867 - INFO -           [1, 1]
2025-03-06 12:45:55,867 - INFO -           [1, 0]
2025-03-06 12:45:55,867 - INFO -           - Piece: Z_90 at Position: (0, 0) (Cost: 31, Heuristic: 10), victory
2025-03-06 12:45:55,867 - INFO -             [0, 1]
2025-03-06 12:45:55,868 - INFO -             [1, 1]
2025-03-06 12:45:55,868 - INFO -             [1, 0]
2025-03-06 12:45:55,868 - INFO -     - Piece: I at Position: (2, 0) (Cost: 58, Heuristic: 0), None
2025-03-06 12:45:55,868 - INFO -       [1]
2025-03-06 12:45:55,868 - INFO -       [2]
2025-03-06 12:45:55,868 - INFO -       [1]
2025-03-06 12:45:55,868 - INFO -       - Piece: Z at Position: (0, 0) (Cost: 19, Heuristic: 0), None
2025-03-06 12:45:55,868 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,869 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,869 - INFO -         - Piece: T_270 at Position: (0, 3) (Cost: 30, Heuristic: 10), None
2025-03-06 12:45:55,869 - INFO -           [1, 0]
2025-03-06 12:45:55,869 - INFO -           [1, 1]
2025-03-06 12:45:55,869 - INFO -           [1, 0]
2025-03-06 12:45:55,869 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,870 - INFO -             [0, 1]
2025-03-06 12:45:55,870 - INFO -             [1, 1]
2025-03-06 12:45:55,870 - INFO -             [1, 0]
2025-03-06 12:45:55,870 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 21, Heuristic: 0), victory
2025-03-06 12:45:55,870 - INFO -             [0, 1]
2025-03-06 12:45:55,870 - INFO -             [1, 1]
2025-03-06 12:45:55,871 - INFO -             [1, 0]
2025-03-06 12:45:55,871 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 40, Heuristic: 20), None
2025-03-06 12:45:55,871 - INFO -           [1, 0]
2025-03-06 12:45:55,871 - INFO -           [1, 1]
2025-03-06 12:45:55,871 - INFO -           [1, 0]
2025-03-06 12:45:55,871 - INFO -           - Piece: Z_90 at Position: (0, 3) (Cost: 21, Heuristic: 0), victory
2025-03-06 12:45:55,871 - INFO -             [0, 1]
2025-03-06 12:45:55,871 - INFO -             [1, 1]
2025-03-06 12:45:55,872 - INFO -             [1, 0]
2025-03-06 12:45:55,872 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 21, Heuristic: 0), victory
2025-03-06 12:45:55,872 - INFO -             [0, 1]
2025-03-06 12:45:55,872 - INFO -             [1, 1]
2025-03-06 12:45:55,872 - INFO -             [1, 0]
2025-03-06 12:45:55,873 - INFO -           - Piece: Z_90 at Position: (1, 3) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,873 - INFO -             [0, 1]
2025-03-06 12:45:55,873 - INFO -             [1, 1]
2025-03-06 12:45:55,873 - INFO -             [1, 0]
2025-03-06 12:45:55,873 - INFO -       - Piece: Z at Position: (0, 1) (Cost: 24, Heuristic: 0), None
2025-03-06 12:45:55,874 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,874 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,874 - INFO -         - Piece: T_270 at Position: (1, 1) (Cost: 10, Heuristic: 0), defeat
2025-03-06 12:45:55,874 - INFO -           [1, 0]
2025-03-06 12:45:55,874 - INFO -           [1, 1]
2025-03-06 12:45:55,875 - INFO -           [1, 0]
2025-03-06 12:45:55,875 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 35, Heuristic: 20), None
2025-03-06 12:45:55,875 - INFO -           [1, 0]
2025-03-06 12:45:55,875 - INFO -           [1, 1]
2025-03-06 12:45:55,875 - INFO -           [1, 0]
2025-03-06 12:45:55,875 - INFO -           - Piece: Z_90 at Position: (1, 3) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,876 - INFO -             [0, 1]
2025-03-06 12:45:55,876 - INFO -             [1, 1]
2025-03-06 12:45:55,876 - INFO -             [1, 0]
2025-03-06 12:45:55,876 - INFO -       - Piece: Z at Position: (0, 2) (Cost: 29, Heuristic: 0), None
2025-03-06 12:45:55,876 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,876 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,876 - INFO -         - Piece: T_270 at Position: (0, 1) (Cost: 10, Heuristic: 0), None
2025-03-06 12:45:55,877 - INFO -           [1, 0]
2025-03-06 12:45:55,877 - INFO -           [1, 1]
2025-03-06 12:45:55,877 - INFO -           [1, 0]
2025-03-06 12:45:55,877 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 21, Heuristic: 20), victory
2025-03-06 12:45:55,877 - INFO -             [0, 1]
2025-03-06 12:45:55,878 - INFO -             [1, 1]
2025-03-06 12:45:55,878 - INFO -             [1, 0]
2025-03-06 12:45:55,878 - INFO -         - Piece: T_270 at Position: (1, 1) (Cost: 10, Heuristic: 0), defeat
2025-03-06 12:45:55,879 - INFO -           [1, 0]
2025-03-06 12:45:55,879 - INFO -           [1, 1]
2025-03-06 12:45:55,879 - INFO -           [1, 0]
2025-03-06 12:45:55,880 - INFO -         - Piece: T_270 at Position: (1, 2) (Cost: 75, Heuristic: 20), None
2025-03-06 12:45:55,880 - INFO -           [1, 0]
2025-03-06 12:45:55,880 - INFO -           [1, 1]
2025-03-06 12:45:55,880 - INFO -           [1, 0]
2025-03-06 12:45:55,881 - INFO -           - Piece: Z_90 at Position: (0, 1) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:45:55,881 - INFO -             [0, 1]
2025-03-06 12:45:55,881 - INFO -             [1, 1]
2025-03-06 12:45:55,881 - INFO -             [1, 0]
2025-03-06 12:45:55,881 - INFO -           - Piece: Z_90 at Position: (0, 2) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:45:55,881 - INFO -             [0, 1]
2025-03-06 12:45:55,882 - INFO -             [1, 1]
2025-03-06 12:45:55,882 - INFO -             [1, 0]
2025-03-06 12:45:55,882 - INFO -           - Piece: Z_90 at Position: (1, 1) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,882 - INFO -             [0, 1]
2025-03-06 12:45:55,882 - INFO -             [1, 1]
2025-03-06 12:45:55,882 - INFO -             [1, 0]
2025-03-06 12:45:55,882 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,882 - INFO -             [0, 1]
2025-03-06 12:45:55,883 - INFO -             [1, 1]
2025-03-06 12:45:55,883 - INFO -             [1, 0]
2025-03-06 12:45:55,883 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,883 - INFO -             [0, 1]
2025-03-06 12:45:55,883 - INFO -             [1, 1]
2025-03-06 12:45:55,883 - INFO -             [1, 0]
2025-03-06 12:45:55,883 - INFO -           - Piece: Z_90 at Position: (2, 2) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,883 - INFO -             [0, 1]
2025-03-06 12:45:55,884 - INFO -             [1, 1]
2025-03-06 12:45:55,884 - INFO -             [1, 0]
2025-03-06 12:45:55,884 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 25, Heuristic: 20), defeat
2025-03-06 12:45:55,884 - INFO -           [1, 0]
2025-03-06 12:45:55,884 - INFO -           [1, 1]
2025-03-06 12:45:55,884 - INFO -           [1, 0]
2025-03-06 12:45:55,885 - INFO -       - Piece: Z at Position: (1, 0) (Cost: 24, Heuristic: 0), None
2025-03-06 12:45:55,885 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,885 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,885 - INFO -         - Piece: T_270 at Position: (0, 3) (Cost: 35, Heuristic: 10), defeat
2025-03-06 12:45:55,885 - INFO -           [1, 0]
2025-03-06 12:45:55,885 - INFO -           [1, 1]
2025-03-06 12:45:55,885 - INFO -           [1, 0]
2025-03-06 12:45:55,886 - INFO -       - Piece: Z at Position: (1, 1) (Cost: 24, Heuristic: 0), None
2025-03-06 12:45:55,886 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,886 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,886 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 45, Heuristic: 20), defeat
2025-03-06 12:45:55,886 - INFO -           [1, 0]
2025-03-06 12:45:55,886 - INFO -           [1, 1]
2025-03-06 12:45:55,886 - INFO -           [1, 0]
2025-03-06 12:45:55,886 - INFO -       - Piece: Z at Position: (1, 2) (Cost: 34, Heuristic: 0), None
2025-03-06 12:45:55,887 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,887 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,887 - INFO -         - Piece: T_270 at Position: (1, 1) (Cost: 35, Heuristic: 10), defeat
2025-03-06 12:45:55,887 - INFO -           [1, 0]
2025-03-06 12:45:55,887 - INFO -           [1, 1]
2025-03-06 12:45:55,887 - INFO -           [1, 0]
2025-03-06 12:45:55,888 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 35, Heuristic: 20), defeat
2025-03-06 12:45:55,888 - INFO -           [1, 0]
2025-03-06 12:45:55,888 - INFO -           [1, 1]
2025-03-06 12:45:55,888 - INFO -           [1, 0]
2025-03-06 12:45:55,888 - INFO -     - Piece: I at Position: (2, 1) (Cost: 53, Heuristic: 0), None
2025-03-06 12:45:55,888 - INFO -       [1]
2025-03-06 12:45:55,888 - INFO -       [2]
2025-03-06 12:45:55,888 - INFO -       [1]
2025-03-06 12:45:55,889 - INFO -       - Piece: Z at Position: (0, 0) (Cost: 49, Heuristic: 20), None
2025-03-06 12:45:55,889 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,889 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,889 - INFO -         - Piece: T_270 at Position: (0, 3) (Cost: 65, Heuristic: 10), None
2025-03-06 12:45:55,890 - INFO -           [1, 0]
2025-03-06 12:45:55,890 - INFO -           [1, 1]
2025-03-06 12:45:55,890 - INFO -           [1, 0]
2025-03-06 12:45:55,890 - INFO -           - Piece: Z_90 at Position: (0, 0) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:45:55,890 - INFO -             [0, 1]
2025-03-06 12:45:55,891 - INFO -             [1, 1]
2025-03-06 12:45:55,891 - INFO -             [1, 0]
2025-03-06 12:45:55,891 - INFO -           - Piece: Z_90 at Position: (1, 0) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:45:55,891 - INFO -             [0, 1]
2025-03-06 12:45:55,891 - INFO -             [1, 1]
2025-03-06 12:45:55,891 - INFO -             [1, 0]
2025-03-06 12:45:55,892 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:45:55,892 - INFO -             [0, 1]
2025-03-06 12:45:55,892 - INFO -             [1, 1]
2025-03-06 12:45:55,892 - INFO -             [1, 0]
2025-03-06 12:45:55,892 - INFO -           - Piece: Z_90 at Position: (2, 0) (Cost: 31, Heuristic: 0), victory
2025-03-06 12:45:55,892 - INFO -             [0, 1]
2025-03-06 12:45:55,892 - INFO -             [1, 1]
2025-03-06 12:45:55,892 - INFO -             [1, 0]
2025-03-06 12:45:55,893 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:45:55,893 - INFO -             [0, 1]
2025-03-06 12:45:55,893 - INFO -             [1, 1]
2025-03-06 12:45:55,893 - INFO -             [1, 0]
2025-03-06 12:45:55,893 - INFO -         - Piece: T_270 at Position: (1, 0) (Cost: 20, Heuristic: 0), None
2025-03-06 12:45:55,894 - INFO -           [1, 0]
2025-03-06 12:45:55,894 - INFO -           [1, 1]
2025-03-06 12:45:55,894 - INFO -           [1, 0]
2025-03-06 12:45:55,894 - INFO -           - Piece: Z_90 at Position: (0, 3) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,894 - INFO -             [0, 1]
2025-03-06 12:45:55,894 - INFO -             [1, 1]
2025-03-06 12:45:55,895 - INFO -             [1, 0]
2025-03-06 12:45:55,895 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:45:55,895 - INFO -             [0, 1]
2025-03-06 12:45:55,896 - INFO -             [1, 1]
2025-03-06 12:45:55,896 - INFO -             [1, 0]
2025-03-06 12:45:55,897 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 46, Heuristic: 10), victory
2025-03-06 12:45:55,897 - INFO -             [0, 1]
2025-03-06 12:45:55,897 - INFO -             [1, 1]
2025-03-06 12:45:55,897 - INFO -             [1, 0]
2025-03-06 12:45:55,898 - INFO -         - Piece: T_270 at Position: (1, 1) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,898 - INFO -           [1, 0]
2025-03-06 12:45:55,898 - INFO -           [1, 1]
2025-03-06 12:45:55,898 - INFO -           [1, 0]
2025-03-06 12:45:55,898 - INFO -           - Piece: Z_90 at Position: (0, 3) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:45:55,899 - INFO -             [0, 1]
2025-03-06 12:45:55,899 - INFO -             [1, 1]
2025-03-06 12:45:55,899 - INFO -             [1, 0]
2025-03-06 12:45:55,899 - INFO -         - Piece: T_270 at Position: (2, 0) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,899 - INFO -           [1, 0]
2025-03-06 12:45:55,900 - INFO -           [1, 1]
2025-03-06 12:45:55,900 - INFO -           [1, 0]
2025-03-06 12:45:55,900 - INFO -           - Piece: Z_90 at Position: (0, 3) (Cost: 11, Heuristic: 0), victory
2025-03-06 12:45:55,900 - INFO -             [0, 1]
2025-03-06 12:45:55,900 - INFO -             [1, 1]
2025-03-06 12:45:55,900 - INFO -             [1, 0]
2025-03-06 12:45:55,900 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 51, Heuristic: 10), victory
2025-03-06 12:45:55,901 - INFO -             [0, 1]
2025-03-06 12:45:55,901 - INFO -             [1, 1]
2025-03-06 12:45:55,901 - INFO -             [1, 0]
2025-03-06 12:45:55,901 - INFO -         - Piece: T_270 at Position: (2, 1) (Cost: 25, Heuristic: 0), None
2025-03-06 12:45:55,901 - INFO -           [1, 0]
2025-03-06 12:45:55,901 - INFO -           [1, 1]
2025-03-06 12:45:55,901 - INFO -           [1, 0]
2025-03-06 12:45:55,901 - INFO -           - Piece: Z_90 at Position: (0, 0) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:45:55,902 - INFO -             [0, 1]
2025-03-06 12:45:55,902 - INFO -             [1, 1]
2025-03-06 12:45:55,902 - INFO -             [1, 0]
2025-03-06 12:45:55,902 - INFO -           - Piece: Z_90 at Position: (0, 3) (Cost: 16, Heuristic: 0), victory
2025-03-06 12:45:55,902 - INFO -             [0, 1]
2025-03-06 12:45:55,902 - INFO -             [1, 1]
2025-03-06 12:45:55,902 - INFO -             [1, 0]
2025-03-06 12:45:55,902 - INFO -       - Piece: Z at Position: (0, 1) (Cost: 24, Heuristic: 0), None
2025-03-06 12:45:55,903 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,903 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,903 - INFO -         - Piece: T_270 at Position: (0, 0) (Cost: 30, Heuristic: 20), None
2025-03-06 12:45:55,903 - INFO -           [1, 0]
2025-03-06 12:45:55,903 - INFO -           [1, 1]
2025-03-06 12:45:55,903 - INFO -           [1, 0]
2025-03-06 12:45:55,903 - INFO -           - Piece: Z_90 at Position: (2, 0) (Cost: 26, Heuristic: 10), victory
2025-03-06 12:45:55,903 - INFO -             [0, 1]
2025-03-06 12:45:55,904 - INFO -             [1, 1]
2025-03-06 12:45:55,904 - INFO -             [1, 0]
2025-03-06 12:45:55,904 - INFO -           - Piece: Z_90 at Position: (2, 1) (Cost: 36, Heuristic: 10), victory
2025-03-06 12:45:55,904 - INFO -             [0, 1]
2025-03-06 12:45:55,905 - INFO -             [1, 1]
2025-03-06 12:45:55,905 - INFO -             [1, 0]
2025-03-06 12:45:55,905 - INFO -       - Piece: Z at Position: (0, 2) (Cost: 24, Heuristic: 0), None
2025-03-06 12:45:55,905 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,906 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,906 - INFO -         - Piece: T_270 at Position: (0, 0) (Cost: 10, Heuristic: 0), defeat
2025-03-06 12:45:55,906 - INFO -           [1, 0]
2025-03-06 12:45:55,906 - INFO -           [1, 1]
2025-03-06 12:45:55,906 - INFO -           [1, 0]
2025-03-06 12:45:55,906 - INFO -         - Piece: T_270 at Position: (1, 2) (Cost: 65, Heuristic: 20), None
2025-03-06 12:45:55,906 - INFO -           [1, 0]
2025-03-06 12:45:55,907 - INFO -           [1, 1]
2025-03-06 12:45:55,907 - INFO -           [1, 0]
2025-03-06 12:45:55,907 - INFO -           - Piece: Z_90 at Position: (0, 0) (Cost: 81, Heuristic: 20), victory
2025-03-06 12:45:55,907 - INFO -             [0, 1]
2025-03-06 12:45:55,907 - INFO -             [1, 1]
2025-03-06 12:45:55,907 - INFO -             [1, 0]
2025-03-06 12:45:55,908 - INFO -           - Piece: Z_90 at Position: (0, 2) (Cost: 26, Heuristic: 0), victory
2025-03-06 12:45:55,908 - INFO -             [0, 1]
2025-03-06 12:45:55,908 - INFO -             [1, 1]
2025-03-06 12:45:55,908 - INFO -             [1, 0]
2025-03-06 12:45:55,908 - INFO -           - Piece: Z_90 at Position: (1, 2) (Cost: 36, Heuristic: 0), victory
2025-03-06 12:45:55,908 - INFO -             [0, 1]
2025-03-06 12:45:55,908 - INFO -             [1, 1]
2025-03-06 12:45:55,909 - INFO -             [1, 0]
2025-03-06 12:45:55,909 - INFO -           - Piece: Z_90 at Position: (2, 2) (Cost: 41, Heuristic: 0), victory
2025-03-06 12:45:55,909 - INFO -             [0, 1]
2025-03-06 12:45:55,909 - INFO -             [1, 1]
2025-03-06 12:45:55,909 - INFO -             [1, 0]
2025-03-06 12:45:55,910 - INFO -       - Piece: Z at Position: (1, 1) (Cost: 34, Heuristic: 0), defeat
2025-03-06 12:45:55,910 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,910 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,910 - INFO -       - Piece: Z at Position: (1, 2) (Cost: 34, Heuristic: 0), None
2025-03-06 12:45:55,910 - INFO -         [1, 1, 0]
2025-03-06 12:45:55,910 - INFO -         [0, 1, 1]
2025-03-06 12:45:55,910 - INFO -         - Piece: T_270 at Position: (0, 0) (Cost: 15, Heuristic: 0), defeat
2025-03-06 12:45:55,911 - INFO -           [1, 0]
2025-03-06 12:45:55,911 - INFO -           [1, 1]
2025-03-06 12:45:55,911 - INFO -           [1, 0]
2025-03-06 12:45:55,926 - INFO - Score: 0
2025-03-06 12:46:21,575 - INFO - Starting headless game with Board 5 x 5. Sequence: 5.
2025-03-06 12:46:21,593 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,594 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,595 - INFO - There is a valid move in (0, 2)
2025-03-06 12:46:21,596 - INFO - There is a valid move in (2, 2)
2025-03-06 12:46:21,597 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,599 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,601 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,602 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,602 - INFO - There is a valid move in (2, 0)
2025-03-06 12:46:21,603 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,604 - INFO - There is a valid move in (2, 0)
2025-03-06 12:46:21,605 - INFO - There is a valid move in (2, 0)
2025-03-06 12:46:21,606 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,607 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,608 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,609 - INFO - There is a valid move in (2, 2)
2025-03-06 12:46:21,610 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,611 - INFO - There is a valid move in (2, 2)
2025-03-06 12:46:21,612 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,613 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,616 - INFO - There is a valid move in (2, 2)
2025-03-06 12:46:21,617 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,618 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,619 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,620 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,621 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,622 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,623 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,624 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,626 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,627 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,629 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,631 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,633 - INFO - There is a valid move in (3, 0)
2025-03-06 12:46:21,634 - INFO - There is a valid move in (0, 0)
2025-03-06 12:46:21,635 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,636 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,637 - INFO - There is a valid move in (3, 2)
2025-03-06 12:46:21,638 - INFO - There is a valid move in (3, 2)
2025-03-06 12:46:21,638 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,639 - INFO - There is a valid move in (1, 3)
2025-03-06 12:46:21,641 - INFO - There is a valid move in (1, 3)
2025-03-06 12:46:21,642 - INFO - There is a valid move in (0, 3)
2025-03-06 12:46:21,643 - INFO - There is a valid move in (0, 2)
2025-03-06 12:46:21,644 - INFO - There is a valid move in (0, 2)
2025-03-06 12:46:21,645 - INFO - There is a valid move in (1, 3)
2025-03-06 12:46:21,647 - INFO - There is a valid move in (0, 2)
2025-03-06 12:46:21,649 - INFO - There is a valid move in (1, 3)
2025-03-06 12:46:21,650 - INFO - There is a valid move in (0, 2)
2025-03-06 12:46:21,654 - INFO - There is a valid move in (1, 3)
2025-03-06 12:46:21,655 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,656 - INFO - There is a valid move in (0, 1)
2025-03-06 12:46:21,657 - INFO - There is a valid move in (1, 2)
